"External ID","Asientos/Debe","Asientos/Haber","Asientos/Fecha creación","Asientos/Fecha vencimiento","Asientos/Nombre","Asientos/Nota interna","Asientos/Referencia","Asientos/Cuenta/Activo","Asientos/Empresa/Activo","Asientos/Producto/Activo","Asientos/Boleta de Depósito/ID","Asientos/Boleta de Depósito","Asientos/Cuenta","Asientos/Empresa","Asientos/Producto"
"","2480000.0","","","2017-12-16","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1012",""
"","4352900.0","","","2018-01-11","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_646",""
"","5639255.0","","","2018-01-13","REPOS- ADICC -  OC Nº 36517. - 16/12/2017","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","","50000.0","","2017-12-31","OC |2017|03331","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","","574984.0","","2017-12-31","ENTR |01654","","","True","True","","","","__export__.account_account_928","__export__.res_partner_944",""
"","4530550.0","","","2018-01-11","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_646",""
"","11087400.0","","","2017-12-24","SOLICITUD Nº 18183 - EDIFICA CONSTRUCTORA., CONSULTA COTIZACIÓN ","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","1260000.0","","","2017-12-28","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_575",""
"","","17380531.91","","2018-01-10","ENTR |01666","","","True","True","","","","__export__.account_account_928","__export__.res_partner_378",""
"","7285000.0","","","2018-01-05","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_2019",""
"","1572000.0","","","2018-01-12",", ","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1307",""
"","","5850000.0","","2017-12-21","OC |2017|03327","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1721",""
"","2922200.0","","","2018-01-03","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1236",""
"","90000.0","","","2017-12-20","NGARCIA - MAIL 11/08 - DIFUSOR  T5 1x28W  EMB","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","585000.0","","","2018-01-21","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_661",""
"","630000.0","","","2018-01-05","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_575",""
"","1230000.0","","","2017-12-09","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1273",""
"","4069340.0","","","2017-12-16","17/10/2017 - ANDREA MORA, ANDREA - SOLICITUD MAIL 13/10","","","True","True","","","","__export__.account_account_828","__export__.res_partner_278",""
"","406000.0","","","2017-12-30","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_165",""
"","","258050.0","","2018-01-04","OC |2017|03333","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","","2177988.0","","2018-01-21","OC |2017|03512","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1035",""
"","615000.0","","","2018-01-25","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1549",""
"","","40000.0","","2018-01-26","OC |2017|03448","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","430000.0","","","2017-12-09","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_575",""
"","35944370.0","","","2018-01-19","REPOS - OC Nº 36612  22/12/2017., REPOS- ADICC -  OC Nº 36517. -","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","","820000.0","","2017-12-19","OC |2017|03077","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1997",""
"","","263006.0","","2017-12-06","OC |2018|03801","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","","4503600.0","","2018-01-13","OC |2018|03553","","","True","True","","","","__export__.account_account_928","__export__.res_partner_590",""
"","950000.0","","","2017-12-23","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_605",""
"","","282000.0","","2018-01-02","ENTR |01680","","","True","True","","","","__export__.account_account_928","__export__.res_partner_822",""
"","","50334000.0","","2018-01-03","ENTR |01632","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1876",""
"","","247028.0","","2018-01-28","OC |2018|03541","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","125203.0","","","","OC |2017|2502","","","True","True","","","","__export__.account_account_928","__export__.res_partner_655",""
"","","300000.0","","2017-12-30","ENTR |01506","","","True","True","","","","__export__.account_account_928","__export__.res_partner_655",""
"","634000.0","","","2017-12-22","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1628",""
"","","1875000.0","","2018-01-06","ENTR |01628","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1018",""
"","","224685.0","","2017-12-29","OC |2017|03246","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","389000.0","","","2017-12-05","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1634",""
"","1450000.0","","","2018-01-06","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1307",""
"","750000.0","","","2018-01-06","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1291",""
"","1724250.0","","","2018-01-12","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_646",""
"","3791450.0","","","2017-12-24",", ","","","True","True","","","","__export__.account_account_828","__export__.res_partner_605",""
"","1410000.0","","","2017-12-12",", ","","","True","True","","","","__export__.account_account_828","__export__.res_partner_575",""
"","12560000.0","","","2018-01-18","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1549",""
"","","52525240.0","","2017-12-21","ENTR |01595","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1162",""
"","","55660.0","","2017-12-30","OC |2017|03249","","","True","True","","","","__export__.account_account_928","__export__.res_partner_138",""
"","3185000.0","","","2018-01-11","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1549",""
"","1445900.0","","","2018-01-02","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1703",""
"","1180000.0","","","2017-10-28","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1146",""
"","792000.0","","","2018-01-12","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1526",""
"","2004500.0","","","2017-12-21","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_618",""
"","","254695.0","","2018-01-21","OC |2017|03509","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","2009250.0","","","2017-12-08","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1611",""
"","","1208192.0","","2018-01-05","OC |2017|03334","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1035",""
"","","225029.0","","2017-11-25","OC |2018|03715","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","","7200000.0","","2018-01-16","ENTR |01609","","","True","True","","","","__export__.account_account_928","__export__.res_partner_655",""
"","","2201308.0","","2018-01-19","OC |2017|03462","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1035",""
"","","432000.0","","2018-01-26","ENTR |01732","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1305",""
"","3028600.0","","","2017-12-23","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_435",""
"","","4502400.0","","2018-01-26","ENTR |01735","","","True","True","","","","__export__.account_account_928","__export__.res_partner_856",""
"","27669600.0","","","2018-01-06","Solicitud Mail 31/10/17 - Andrea Mora, Cotización - Edwin , Andr","","","True","True","","","","__export__.account_account_828","__export__.res_partner_278",""
"","117000.0","","","2017-12-16","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_81",""
"","","922000.0","","2018-01-23","ENTR |01617","","","True","True","","","","__export__.account_account_928","__export__.res_partner_655",""
"","","135000.0","","2018-01-12","ENTR |01746","","","True","True","","","","__export__.account_account_928","__export__.res_partner_822",""
"","817000.0","","","2018-01-13","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_605",""
"","15839800.0","","","2018-01-19","SOLICITUD Nº 18277 - SEGE S.R.L, REPOS - OC N º 36702- 22/12/201","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","250000.0","","","2017-12-30","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1709",""
"","1580500.0","","","2018-01-11","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1703",""
"","","732000.0","","2018-01-22","001-004-0009858","","","True","True","","","","__export__.account_account_928","__export__.res_partner_780",""
"","3645850.0","","","2017-12-27","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_618",""
"","","926000.0","","2018-01-28","OC |2017|03380","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","200000.0","","","2018-01-02","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1993",""
"","779950.0","","","2017-12-28","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_612",""
"","1152350.0","","","2017-12-21","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1703",""
"","1714800.0","","","2017-12-10","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_605",""
"","753369.0","","","2018-01-06","ANDREA MORA","","","True","True","","","","__export__.account_account_828","__export__.res_partner_278",""
"","","393000.0","","2018-01-15","001-004-0009516","","","True","True","","","","__export__.account_account_928","__export__.res_partner_780",""
"","1375000.0","","","2017-11-01","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1628",""
"","21844450.0","","","2018-01-12","REPOS - ADICC -OC 36480  - 11/12/2017., REPOS - ADICC -OC 36480 ","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","960000.0","","","2017-12-22","RAUL ROMERO","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1988",""
"","39248000.0","","","2017-12-31","PEDI_REPOS_ADIC_ OC Nº 36233, REPOS- ADICC -  OC Nº 36517. - 16/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","265000.0","","","2018-01-12","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_2213",""
"","1548000.0","","","2017-11-07",", ","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1628",""
"","1890000.0","","","2017-12-15","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_575",""
"","1216000.0","","","2017-12-29","Hernan Alvarez","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1709",""
"","24178700.0","","","2018-01-25","REPOS - OC Nº 36612  22/12/2017., REPOS - OC 36582 23/12/2017.","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","980000.0","","","2017-12-27","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1549",""
"","911050.0","","","2017-12-21","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1703",""
"","515000.0","","","2017-12-26","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_2188",""
"","","2520000.0","","2017-12-06","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_2188",""
"","6280000.0","","","2018-01-27","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1549",""
"","1060200.0","","","2018-01-11",", ","","","True","True","","","","__export__.account_account_828","__export__.res_partner_2036",""
"","348000.0","","","2017-12-20","REM-001-001-0005505, REM-001-001-0005309","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","","2807628.0","","2018-01-12","OC |2017|03442","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1035",""
"","","263467.0","","2017-12-30","OC |2017|03270","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","","147461.0","","2018-01-26","OC |2017|03516","","","True","True","","","","__export__.account_account_928","__export__.res_partner_2057",""
"","1104000.0","","","2017-12-21","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_711",""
